Episode,Reward,Length,SmoothedLengthEMA
803,-123.9139,1000,931.4729
804,-81.4894,1000,934.8992
805,-59.9520,1000,938.1543
806,-69.4153,1000,941.2466
807,-139.1618,570,922.6842
808,-61.7402,1000,926.5500
809,-80.2191,1000,930.2225
810,-58.3558,1000,933.7114
811,-56.5382,1000,937.0258
812,-70.1365,1000,940.1745
813,-54.1638,1000,943.1658
814,-75.6245,1000,946.0075
815,-33.2761,1000,948.7071
816,-97.6333,1000,951.2718
817,-79.8748,1000,953.7082
818,-155.8568,518,931.9228
819,-96.4896,1000,935.3266
820,-73.4133,1000,938.5603
821,-63.0611,1000,941.6323
822,-78.2575,1000,944.5507
823,-39.1461,1000,947.3232
824,-88.5163,1000,949.9570
825,-49.1484,1000,952.4591
826,-50.4033,1000,954.8362
827,-80.3343,1000,957.0944
828,-67.0168,1000,959.2397
829,-87.6442,1000,961.2777
830,-60.5609,1000,963.2138
831,-91.4080,1000,965.0531
832,-20.3166,1000,966.8004
833,-72.3343,1000,968.4604
834,-112.9946,420,941.0374
835,-70.8547,1000,943.9855
836,-88.4479,1000,946.7863
837,-102.9208,1000,949.4469
838,-33.9573,1000,951.9746
839,-68.1962,1000,954.3759
840,-61.8924,1000,956.6571
841,-89.0850,1000,958.8242
842,-81.1845,1000,960.8830
843,-84.8988,1000,962.8389
844,-71.3350,1000,964.6969
845,-81.5608,1000,966.4621
846,-90.0651,1000,968.1390
847,-56.0251,1000,969.7320
848,-86.1216,1000,971.2454
849,-53.1385,1000,972.6831
850,-93.1008,1000,974.0490
851,-53.4578,1000,975.3465
852,-79.4041,1000,976.5792
853,-42.1060,1000,977.7503
854,-98.2883,1000,978.8627
855,-71.4704,1000,979.9196
856,-55.1778,1000,980.9236
857,-102.4138,1000,981.8774
858,-60.5604,1000,982.7836
859,-95.7359,1000,983.6444
860,-19.4834,1000,984.4622
861,-28.9132,1000,985.2391
862,-57.8503,1000,985.9771
863,-41.2237,1000,986.6783
864,-55.3250,1000,987.3443
865,-50.1077,1000,987.9771
866,-59.6552,1000,988.5783
867,-53.1364,1000,989.1494
868,-103.6256,1000,989.6919
869,-98.4154,1000,990.2073
870,-90.2624,1000,990.6969
871,-80.9461,1000,991.1621
872,-87.0523,1000,991.6040
873,-46.0638,1000,992.0238
874,-118.4469,1000,992.4226
875,-84.0158,1000,992.8015
876,-207.2554,992,992.7614
877,-102.9783,1000,993.1233
878,-61.5800,1000,993.4672
879,-106.0471,1000,993.7938
880,-23.6889,1000,994.1041
881,-222.8597,994,994.0989
882,-123.9608,417,965.2440
883,-30.6930,1000,966.9818
884,-75.9743,1000,968.6327
885,-61.0960,1000,970.2010
886,-115.2726,1000,971.6910
887,-74.5695,1000,973.1064
888,-80.4165,1000,974.4511
889,-48.7032,1000,975.7286
890,-93.7205,251,939.4921
891,-45.0769,1000,942.5175
892,-137.9409,704,930.5916
893,-103.7000,1000,934.0621
894,-58.4682,1000,937.3590
895,-67.2247,1000,940.4910
896,-111.2424,1000,943.4665
897,-43.5570,1000,946.2931
