Episode,Reward,Length,SmoothedLengthEMA
550,120.7654,1000,370.9538
551,-6.9115,279,366.3561
552,-16.5832,170,356.5383
553,131.6043,1000,388.7114
554,-60.8721,162,377.3758
555,20.6685,200,368.5070
556,106.2312,1000,400.0817
557,65.9782,1000,430.0776
558,-4.9438,125,414.8237
559,-266.9196,369,412.5325
560,53.0647,1000,441.9059
561,23.3034,1000,469.8106
562,28.2850,216,457.1201
563,120.6220,1000,484.2641
564,44.8488,1000,510.0509
565,-29.2605,173,493.1983
566,-219.1933,163,476.6884
567,-14.5676,183,462.0040
568,-22.8190,183,448.0538
569,60.1046,202,435.7511
570,34.0446,147,421.3135
571,46.7794,159,408.1979
572,64.1225,1000,437.7880
573,59.7793,1000,465.8986
574,6.5968,205,452.8536
575,-105.5732,219,441.1610
576,64.7627,1000,469.1029
577,-36.3424,213,456.2978
578,-8.0260,288,447.8829
579,-35.0419,283,439.6387
580,-41.8881,288,432.0568
581,-39.8489,181,419.5040
582,-207.5609,336,415.3288
583,85.2534,1000,444.5623
584,-65.0410,201,432.3842
585,49.9323,1000,460.7650
586,94.4329,1000,487.7267
587,84.4083,1000,513.3404
588,66.5727,1000,537.6734
589,23.7599,1000,560.7897
590,138.4281,1000,582.7502
591,151.3550,1000,603.6127
592,131.7472,1000,623.4321
593,-49.6380,298,607.1605
594,81.3844,1000,626.8025
595,99.5043,1000,645.4623
596,8.8938,174,621.8892
597,126.8044,1000,640.7948
598,160.6149,1000,658.7550
599,86.9011,1000,675.8173
600,-249.8850,276,655.8264
601,-24.1454,220,634.0351
602,121.8419,1000,652.3333
603,79.2743,1000,669.7167
604,100.7258,1000,686.2308
605,100.0965,1000,701.9193
606,-97.7269,388,686.2233
607,39.0978,1000,701.9122
608,-73.5660,288,681.2165
609,146.1790,1000,697.1557
610,28.9016,1000,712.2979
611,143.6369,1000,726.6830
612,-21.0075,199,700.2989
613,56.4215,1000,715.2839
614,-3.2829,277,693.3697
615,118.9910,1000,708.7013
616,88.3088,1000,723.2662
617,92.4998,1000,737.1029
618,91.5543,1000,750.2477
619,118.4056,1000,762.7354
620,100.4796,1000,774.5986
621,-273.6755,239,747.8187
622,80.8024,1000,760.4277
623,-134.8879,346,739.7063
624,-14.2963,401,722.7710
625,-0.8387,234,698.3325
626,156.4372,1000,713.4158
627,124.0623,1000,727.7451
628,114.7388,1000,741.3578
629,92.9299,1000,754.2899
630,206.9333,918,762.4754
631,-39.9132,363,742.5016
632,145.9944,1000,755.3766
633,-14.3733,252,730.2077
634,-133.8647,431,715.2473
635,113.5923,1000,729.4850
636,32.5596,1000,743.0107
637,28.8562,1000,755.8602
638,-1.2701,436,739.8672
639,-5.8747,351,720.4238
640,38.9390,1000,734.4026
641,127.1936,1000,747.6825
642,120.4072,1000,760.2984
643,39.2610,1000,772.2835
644,148.8908,1000,783.6693
645,78.9333,1000,794.4858
646,141.2065,1000,804.7615
647,124.6214,1000,814.5235
648,84.4609,1000,823.7973
649,53.9603,325,798.8574
650,-218.4324,678,792.8145
651,-160.3812,395,772.9238
652,25.4948,227,745.6276
653,108.7252,1000,758.3462
654,125.5373,1000,770.4289
655,-207.1799,390,751.4075
656,90.1058,1000,763.8371
657,123.6623,1000,775.6453
658,118.9759,1000,786.8630
659,105.7680,1000,797.5198
660,-153.6289,374,776.3439
661,139.0260,1000,787.5267
662,81.3920,1000,798.1503
663,138.5784,1000,808.2428
664,148.2496,1000,817.8307
665,130.7370,1000,826.9391
666,108.1540,1000,835.5922
667,-9.3529,1000,843.8126
668,-149.8509,511,827.1719
669,-123.9126,276,799.6133
670,22.3332,213,770.2827
671,109.5903,1000,781.7685
672,143.6732,1000,792.6801
673,-68.0581,307,768.3961
674,-99.8018,414,750.6763
675,124.2377,1000,763.1425
676,192.7397,582,754.0854
677,79.3734,1000,766.3811
